column,dtype,count,missing,missing_ratio,mean,std,min,q25,q50,q75,max,skewness,kurtosis,infinity_count,zero_count,negative_count
 Flow Packets/s,float64,170366,0,0.0,inf,,-2000000.0,9.94694639675,94.60876085999999,19607.84314,inf,,,135,0,11
 Flow IAT Mean,float64,170366,0,0.0,951751.7803609059,4203710.179019633,-1.0,72.66666667,14399.977775,156841.107175,120000000.0,9.629929115857445,123.30058478359045,0,135,11
 Flow IAT Std,float64,170366,0,0.0,1601941.2058037408,5875422.544457077,0.0,0.0,103.53098715,114611.29415,84800000.0,6.708447346685165,53.04381222469357,0,59079,0
 Flow IAT Max,int64,170366,0,0.0,4355687.7017538715,13690367.546510221,-1.0,155.0,30860.0,561906.25,120000000.0,4.62998762960989,23.3014285944234,0,135,11
 Flow IAT Min,int64,170366,0,0.0,143188.30078771585,2708979.174149258,-12.0,3.0,4.0,130.0,120000000.0,24.14346135879388,618.609178064249,0,3729,263
Fwd IAT Total,int64,170366,0,0.0,12186032.00329878,31808915.33351916,0.0,0.0,4.0,364048.0,120000000.0,2.624561668817291,5.385418897897592,0,44346,0
 Fwd IAT Mean,float64,170366,0,0.0,2012042.334168645,9632962.106216358,0.0,0.0,4.0,58249.75,120000000.0,7.901690132377676,68.6211130737323,0,44346,0
 Fwd IAT Std,float64,170366,0,0.0,1175483.3451462225,3834634.958373216,0.0,0.0,0.0,22548.0073525,83200000.0,6.830459694670509,70.1178170054701,0,112646,0
 Fwd IAT Max,int64,170366,0,0.0,4235568.314558069,13664347.4325338,0.0,0.0,4.0,161001.25,120000000.0,4.6630930572081715,23.602029419309588,0,44346,0
 Fwd IAT Min,int64,170366,0,0.0,1234072.3712360447,9425460.109630017,0.0,0.0,3.0,49.0,120000000.0,8.57090707039572,77.48428273202919,0,45124,0
Bwd IAT Total,int64,170366,0,0.0,11247903.295193877,30880133.55129726,0.0,0.0,3.0,206.0,120000000.0,2.6782333556978664,5.632582569075561,0,74068,0
 Bwd IAT Mean,float64,170366,0,0.0,1883029.176696044,9601853.697845839,0.0,0.0,3.0,183.12500002500002,120000000.0,7.876324577295308,68.16234384505817,0,74068,0
 Bwd IAT Std,float64,170366,0,0.0,859340.732636448,3417139.4433727693,0.0,0.0,0.0,0.0,83300000.0,8.127309262247584,98.68055526053666,0,131636,0
 Bwd IAT Max,int64,170366,0,0.0,3545717.789799608,12896174.378103862,0.0,0.0,3.0,191.0,120000000.0,5.043350123383781,27.602790121701343,0,74068,0
 Bwd IAT Min,int64,170366,0,0.0,1237370.3452038553,9391576.230949787,0.0,0.0,1.0,47.0,120000000.0,8.511380990314565,76.60637028538325,0,74662,0
Fwd PSH Flags,int64,170366,0,0.0,0.043899604381155866,0.20487233948000355,0.0,0.0,0.0,0.0,1.0,4.452584972659097,17.825722202457914,0,162887,0
 Bwd PSH Flags,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 Fwd URG Flags,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 Bwd URG Flags,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 Fwd Header Length,int64,170366,0,0.0,347.2381461089654,23402.867786208208,0.0,40.0,64.0,104.0,4173072.0,158.0001492032662,25764.247571746124,0,147,0
 Bwd Header Length,int64,170366,0,0.0,400.4198725097731,29936.040041263284,0.0,20.0,40.0,64.0,5413720.0,158.16336774319447,26002.963111994824,0,21604,0
Fwd Packets/s,float64,170366,0,0.0,48333.16908874135,218267.9044947947,0.0,5.02729197275,52.733345064999995,10256.41026,3000000.0,6.695798254081962,51.937943142511045,0,146,0
 Bwd Packets/s,float64,170366,0,0.0,6293.835542805557,38179.39783650218,0.0,0.22751037575,23.925877635,4694.835681,2000000.0,21.779344799087088,657.9030328927685,0,21678,0
 Min Packet Length,int64,170366,0,0.0,22.108965403895144,26.46682266425975,0.0,0.0,6.0,41.0,1359.0,9.660352671482444,412.5857744026493,0,61348,0
 Max Packet Length,int64,170366,0,0.0,437.36554829015176,880.9479386632912,0.0,23.0,90.0,192.0,23360.0,3.749446372678908,35.03492432157735,0,18103,0
 Packet Length Mean,float64,170366,0,0.0,99.89679738880227,160.31475563036807,0.0,7.75,58.0,90.66666667,2155.52381,3.781874810040795,18.14559417198506,0,18103,0
 Packet Length Std,float64,170366,0,0.0,127.55899565465096,237.44098153889348,0.0,0.0,27.32520204,76.21023553,3796.583764,2.509425486719117,7.344705402564529,0,44697,0
 Packet Length Variance,float64,170366,0,0.0,72648.8199742747,224723.81003238773,0.0,0.0,746.6666667,5808.0,14400000.0,10.355921031827389,366.2384103366624,0,44697,0
FIN Flag Count,int64,170366,0,0.0,0.01084136506110374,0.10355623018881367,0.0,0.0,0.0,0.0,1.0,9.447319133938027,87.25286311735029,0,168519,0
 SYN Flag Count,int64,170366,0,0.0,0.043899604381155866,0.20487233948000355,0.0,0.0,0.0,0.0,1.0,4.452584972659097,17.825722202457914,0,162887,0
 RST Flag Count,int64,170366,0,0.0,0.00032870408414824553,0.01812727134871606,0.0,0.0,0.0,0.0,1.0,55.129881627451375,3037.3395048959583,0,170310,0
 PSH Flag Count,int64,170366,0,0.0,0.2375650071023561,0.4255924549122068,0.0,0.0,0.0,0.0,1.0,1.2332834886633088,-0.4790174601209709,0,129893,0
 ACK Flag Count,int64,170366,0,0.0,0.2727187349588533,0.44535872146674993,0.0,0.0,0.0,1.0,1.0,1.0206780389380923,-0.9582275900145336,0,123904,0
 URG Flag Count,int64,170366,0,0.0,0.11337943016799126,0.31705697443312364,0.0,0.0,0.0,0.0,1.0,2.438836800750253,3.9479712874947137,0,151050,0
 CWE Flag Count,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 ECE Flag Count,int64,170366,0,0.0,0.00032870408414824553,0.01812727134871606,0.0,0.0,0.0,0.0,1.0,55.129881627451375,3037.3395048959583,0,170310,0
 Down/Up Ratio,int64,170366,0,0.0,0.6737553267670779,0.5165303447842872,0.0,0.0,1.0,1.0,10.0,0.1773639617187518,2.815434783998644,0,58438,0
 Average Packet Size,float64,170366,0,0.0,114.22299617754203,167.03927738278085,0.0,10.33333333,73.5,120.0,2784.0,3.9126732986911117,22.326446527672022,0,18103,0
 Avg Fwd Segment Size,float64,170366,0,0.0,48.23324971667353,94.94782070756459,0.0,7.88231382975,38.0,50.0,4183.057143,12.331887756922354,242.66586618570872,0,18586,0
 Avg Bwd Segment Size,float64,170366,0,0.0,160.1225878055908,274.4166065628621,0.0,6.0,79.0,153.0,3494.917198,3.44303562520816,14.146035570581391,0,38079,0
 Fwd Header Length.1,int64,170366,0,0.0,347.2381461089654,23402.867786208208,0.0,40.0,64.0,104.0,4173072.0,158.0001492032662,25764.247571746124,0,147,0
Fwd Avg Bytes/Bulk,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 Fwd Avg Packets/Bulk,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 Fwd Avg Bulk Rate,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 Bwd Avg Bytes/Bulk,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
 Bwd Avg Packets/Bulk,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
Bwd Avg Bulk Rate,int64,170366,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,170366,0
Subflow Fwd Packets,int64,170366,0,0.0,15.124619935902704,1123.107755594473,1.0,1.0,2.0,4.0,200755.0,158.15945748248515,25774.961212750502,0,0,0
 Subflow Fwd Bytes,int64,170366,0,0.0,556.9859479004026,7710.430659957146,0.0,31.0,68.0,148.0,1197199.0,112.99685983725084,15310.439547725693,0,18586,0
 Subflow Bwd Packets,int64,170366,0,0.0,18.02227557141683,1494.492871449626,0.0,1.0,2.0,2.0,270686.0,158.80284940735433,26161.770859501703,0,21596,0
 Subflow Bwd Bytes,int64,170366,0,0.0,31830.84135919139,3460967.7349060834,0.0,6.0,134.0,328.0,627040569.0,158.83137685965784,25916.58460239262,0,38079,0
Init_Win_bytes_forward,int64,170366,0,0.0,6239.507073007525,13396.954153765628,-1.0,-1.0,58.0,8192.0,65535.0,2.757937389366756,7.881205357129218,0,1816,81911
 Init_Win_bytes_backward,int64,170366,0,0.0,2412.5682119671765,9618.792194802572,-1.0,-1.0,-1.0,243.0,65535.0,4.856566429791416,24.837235557266585,0,3968,102373
 act_data_pkt_fwd,int64,170366,0,0.0,11.925108296256296,1077.8987933809408,0.0,0.0,1.0,3.0,192491.0,158.27988029169038,25777.493337798067,0,53994,0
 min_seg_size_forward,int64,170366,0,0.0,25.584506298205042,6.354041054162802,0.0,20.0,20.0,32.0,60.0,0.30562103882668323,-1.2467671682460573,0,163,0
Active Mean,float64,170366,0,0.0,74338.03671436549,618204.8225418293,0.0,0.0,0.0,0.0,103000000.0,52.2694642645851,6219.2426510323585,0,142526,0
 Active Std,float64,170366,0,0.0,46760.375222176874,368960.5414685941,0.0,0.0,0.0,0.0,63700000.0,47.5880806880608,5960.398740374663,0,152730,0
 Active Max,int64,170366,0,0.0,164642.1633541904,995867.291856785,0.0,0.0,0.0,0.0,103000000.0,24.984164929360112,1503.2565102629392,0,142526,0
 Active Min,int64,170366,0,0.0,50126.99187631335,560679.6776487486,0.0,0.0,0.0,0.0,103000000.0,64.71343056797538,8900.813806780108,0,142526,0
Idle Mean,float64,170366,0,0.0,3690477.9116742187,12988295.852701548,0.0,0.0,0.0,0.0,120000000.0,4.922076759729699,26.565687097899513,0,142365,0
 Idle Std,float64,170366,0,0.0,131072.41464554932,1733767.1116308863,0.0,0.0,0.0,0.0,72600000.0,20.664104263976277,490.21354926461987,0,152658,0
 Idle Max,int64,170366,0,0.0,3784764.455202329,13251349.027362859,0.0,0.0,0.0,0.0,120000000.0,4.818256143170737,25.207243546254322,0,142365,0
 Idle Min,int64,170366,0,0.0,3543232.082422549,12841832.314367967,0.0,0.0,0.0,0.0,120000000.0,5.059420290634961,27.925582653108478,0,142365,0
