column,dtype,count,missing,missing_ratio,mean,std,min,q25,q50,q75,max,skewness,kurtosis,infinity_count,zero_count,negative_count
 Flow IAT Min,int64,286467,0,0.0,11520.33849972248,380053.6373810359,-13.0,6.0,44.0,63.0,98100000.0,132.79749067243574,24148.229414791283,0,2849,176
Fwd IAT Total,int64,286467,0,0.0,5255228.156429886,21796849.562087744,0.0,0.0,0.0,4.0,120000000.0,4.446056927874212,18.734854596353934,0,188364,0
 Fwd IAT Mean,float64,286467,0,0.0,779094.8063773898,5979400.594204469,0.0,0.0,0.0,4.0,120000000.0,13.657919631530334,209.36972846404086,0,188364,0
 Fwd IAT Std,float64,286467,0,0.0,508664.40557143587,2575707.883738424,0.0,0.0,0.0,0.0,81200000.0,10.237060926390063,156.43685691420276,0,242092,0
 Fwd IAT Max,int64,286467,0,0.0,1773446.719576775,9019385.068634914,0.0,0.0,0.0,4.0,120000000.0,7.6064375698851805,65.752336842192,0,188364,0
 Fwd IAT Min,int64,286467,0,0.0,448361.9016710476,5776419.04771598,0.0,0.0,0.0,3.0,120000000.0,15.05467658491764,242.46937599363548,0,188807,0
Bwd IAT Total,int64,286467,0,0.0,4968462.708556308,21253707.559430826,0.0,0.0,0.0,2.0,120000000.0,4.4733169611452634,18.941627683435822,0,211896,0
 Bwd IAT Mean,float64,286467,0,0.0,797250.3054885309,6242734.355979747,0.0,0.0,0.0,1.666666667,120000000.0,12.739436345953868,182.35632785355034,0,211896,0
 Bwd IAT Std,float64,286467,0,0.0,396192.8768965364,2371670.3241503527,0.0,0.0,0.0,0.0,81300000.0,11.790496116553816,203.06043264819783,0,255763,0
 Bwd IAT Max,int64,286467,0,0.0,1569683.0674423233,8712596.272358773,0.0,0.0,0.0,2.0,120000000.0,7.944060415563824,71.29719336135079,0,211896,0
 Bwd IAT Min,int64,286467,0,0.0,505364.6130234896,6042688.911116103,0.0,0.0,0.0,1.0,120000000.0,13.940578390532,209.20741654897355,0,212305,0
Fwd PSH Flags,int64,286467,0,0.0,0.020993692118114825,0.14336327547858585,0.0,0.0,0.0,0.0,1.0,6.682459654188833,42.655564834201016,0,280453,0
 Bwd PSH Flags,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 Fwd URG Flags,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 Bwd URG Flags,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 Fwd Header Length,int64,286467,0,0.0,91.86152680762531,503.5601307133655,0.0,24.0,40.0,44.0,79632.0,54.49184949022388,4933.850764291158,0,101,0
 Bwd Header Length,int64,286467,0,0.0,87.15607731431544,698.2374397860473,0.0,20.0,20.0,40.0,81288.0,52.568801561338226,4020.896573495261,0,17440,0
Fwd Packets/s,float64,286467,0,0.0,41409.26918246637,160131.1702668713,0.0,83.74858674,15625.0,22727.27273,3000000.0,8.623402105152797,90.12250331468448,0,407,0
 Bwd Packets/s,float64,286467,0,0.0,21108.165364069184,62462.54360438435,0.0,32.916663240000005,14084.50704,22727.27273,2000000.0,12.384829540822276,185.48028670348162,0,17785,0
 Min Packet Length,int64,286467,0,0.0,10.124907930058262,18.768648569850725,0.0,0.0,2.0,6.0,289.0,2.777232319105018,16.76859551308385,0,125667,0
 Max Packet Length,int64,286467,0,0.0,206.7831408155215,636.6140179164742,0.0,6.0,6.0,77.0,13929.0,4.528273891901413,25.58033874601601,0,10983,0
 Packet Length Mean,float64,286467,0,0.0,47.863394667613946,122.03137204916264,0.0,2.0,3.333333333,53.0,1588.0,5.235851558474178,34.39322476019901,0,10983,0
 Packet Length Std,float64,286467,0,0.0,61.756215933959645,178.20929596124006,0.0,2.309401077,3.464101615,19.80935926,2497.019924,4.023489464797529,18.31810610680297,0,29768,0
 Packet Length Variance,float64,286467,0,0.0,35572.272510588875,163101.64470613928,0.0,5.333333333,12.0,392.4107143,6235108.501,8.453895624912798,116.24852592876456,0,29768,0
FIN Flag Count,int64,286467,0,0.0,0.008692100660809098,0.09282552518403736,0.0,0.0,0.0,0.0,1.0,10.585694581478636,110.05769815188856,0,283977,0
 SYN Flag Count,int64,286467,0,0.0,0.020993692118114825,0.14336327547858585,0.0,0.0,0.0,0.0,1.0,6.682459654188833,42.655564834201016,0,280453,0
 RST Flag Count,int64,286467,0,0.0,7.33068730429683e-05,0.008561644411405694,0.0,0.0,0.0,0.0,1.0,116.7836829983279,13636.523819503422,0,286446,0
 PSH Flag Count,int64,286467,0,0.0,0.6606939019154039,0.4734746587193721,0.0,0.0,1.0,1.0,1.0,-0.6787903887381811,-1.5392543546743227,0,97200,0
 ACK Flag Count,int64,286467,0,0.0,0.12411551766870181,0.3297138690320605,0.0,0.0,0.0,0.0,1.0,2.280080651328539,3.198790109209315,0,250912,0
 URG Flag Count,int64,286467,0,0.0,0.04467181211099359,0.20658264759801426,0.0,0.0,0.0,0.0,1.0,4.40822471904481,17.432566880879147,0,273670,0
 CWE Flag Count,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 ECE Flag Count,int64,286467,0,0.0,7.33068730429683e-05,0.008561644411405694,0.0,0.0,0.0,0.0,1.0,116.7836829983279,13636.523819503422,0,286446,0
 Down/Up Ratio,int64,286467,0,0.0,0.8506250283627783,0.4502083557427275,0.0,1.0,1.0,1.0,124.0,71.01925844162568,19551.15621880169,0,45097,0
 Average Packet Size,float64,286467,0,0.0,55.157954232129285,129.79407108753406,0.0,3.0,5.0,67.16666667,2068.0,5.3433952944169025,41.09713520216952,0,10983,0
 Avg Fwd Segment Size,float64,286467,0,0.0,24.13868783767617,78.38154179483027,0.0,0.0,2.0,34.0,3412.938776,11.814696442838878,193.20222445816907,0,91790,0
 Avg Bwd Segment Size,float64,286467,0,0.0,76.47301257234442,204.1528646994161,0.0,6.0,6.0,66.0,2442.523124,5.169816947787698,32.64004275386858,0,27908,0
 Fwd Header Length.1,int64,286467,0,0.0,91.86152680762531,503.5601307133655,0.0,24.0,40.0,44.0,79632.0,54.49184949022388,4933.850764291158,0,101,0
Fwd Avg Bytes/Bulk,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 Fwd Avg Packets/Bulk,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 Fwd Avg Bulk Rate,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 Bwd Avg Bytes/Bulk,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
 Bwd Avg Packets/Bulk,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
Bwd Avg Bulk Rate,int64,286467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,286467,0
Subflow Fwd Packets,int64,286467,0,0.0,3.473283135579316,19.515131001977203,1.0,1.0,1.0,2.0,3119.0,51.767742951646554,4650.8001566514495,0,0,0
 Subflow Fwd Bytes,int64,286467,0,0.0,233.40766650259891,1865.523599706954,0.0,0.0,2.0,62.0,232349.0,41.085490252365496,2976.1731369168674,0,91790,0
 Subflow Bwd Packets,int64,286467,0,0.0,3.5204997434259444,28.288915638257347,0.0,1.0,1.0,2.0,3635.0,50.28671891663571,3788.655873147838,0,17431,0
 Subflow Bwd Bytes,int64,286467,0,0.0,2707.246796315108,50977.831897820586,0.0,6.0,6.0,115.0,7150819.0,59.30167228679051,5092.381166007557,0,27908,0
Init_Win_bytes_forward,int64,286467,0,0.0,11145.127075719018,14274.27865383086,-1.0,237.0,1024.0,29200.0,65535.0,0.9618694106131466,0.05524441375170053,0,2477,60210
 Init_Win_bytes_backward,int64,286467,0,0.0,1155.0999766116167,6645.329411690513,-1.0,-1.0,0.0,0.0,65535.0,7.1289645650604,55.770248124386015,0,161119,76942
 act_data_pkt_fwd,int64,286467,0,0.0,1.7286179559949313,14.897361454420562,0.0,0.0,0.0,1.0,2056.0,57.77475046556178,5412.631334928419,0,195849,0
 min_seg_size_forward,int64,286467,0,0.0,29.075328048256868,8.01460652798599,0.0,20.0,24.0,40.0,60.0,0.2897695928886103,-1.4712989054207295,0,101,0
Active Mean,float64,286467,0,0.0,34092.1328548585,465931.9467430396,0.0,0.0,0.0,0.0,110000000.0,111.64021910158561,21512.963435275284,0,265141,0
 Active Std,float64,286467,0,0.0,22949.872530447126,262304.9498528122,0.0,0.0,0.0,0.0,70500000.0,82.88517239406941,18665.72235420369,0,272909,0
 Active Max,int64,286467,0,0.0,77857.224203835,734260.6257907462,0.0,0.0,0.0,0.0,110000000.0,46.650129788909716,4960.838601865563,0,265141,0
 Active Min,int64,286467,0,0.0,21713.796308126242,422314.53447603475,0.0,0.0,0.0,0.0,110000000.0,141.13091199746214,31054.991235550653,0,265141,0
Idle Mean,float64,286467,0,0.0,1602972.779508383,8682333.642565047,0.0,0.0,0.0,0.0,120000000.0,7.874614640062389,70.85430401646414,0,265112,0
 Idle Std,float64,286467,0,0.0,61203.9042920826,1217015.6106624585,0.0,0.0,0.0,0.0,70500000.0,30.895056267914992,1093.379382412295,0,272878,0
 Idle Max,int64,286467,0,0.0,1647187.7392893422,8882727.508541934,0.0,0.0,0.0,0.0,120000000.0,7.709972668394892,67.32709666782637,0,265112,0
 Idle Min,int64,286467,0,0.0,1536285.9809541763,8561545.061144363,0.0,0.0,0.0,0.0,120000000.0,8.103850669521586,74.62058050972777,0,265112,0
