column,dtype,count,missing,missing_ratio,mean,std,min,q25,q50,q75,max,skewness,kurtosis,infinity_count,zero_count,negative_count
Fwd IAT Mean,float64,191033,0,0.0,2131217.079858261,10318440.448513215,0.0,1.0,4.0,40547.44444,120000000.0,7.527617035558632,61.80429772659399,0,46404,0
Fwd IAT Std,float64,191033,0,0.0,1156613.252180873,4161604.496261711,0.0,0.0,0.0,18967.0398,83500000.0,7.261818093366117,74.83482614272243,0,130725,0
Fwd IAT Max,int64,191033,0,0.0,4455446.155889297,14672336.744938513,0.0,1.0,4.0,112330.0,120000000.0,4.552977150989721,22.24982510866552,0,46404,0
Fwd IAT Min,int64,191033,0,0.0,1401510.878832453,10081846.300366003,0.0,1.0,3.0,49.0,120000000.0,8.14943529588147,69.8835183561853,0,47265,0
Bwd IAT Total,int64,191033,0,0.0,10414486.041432632,29604489.039599974,0.0,0.0,3.0,24016.0,120000000.0,2.8294943699738964,6.546700206497784,0,77481,0
Bwd IAT Mean,float64,191033,0,0.0,2056779.2978998793,10387816.511496495,0.0,0.0,3.0,3916.4,120000000.0,7.415737324519851,59.90117507611439,0,77481,0
Bwd IAT Std,float64,191033,0,0.0,849921.8029125306,3638436.1688506072,0.0,0.0,0.0,0.0,83400000.0,8.627345940463542,105.21183652728364,0,147122,0
Bwd IAT Max,int64,191033,0,0.0,3705460.878073422,13590806.861917198,0.0,0.0,3.0,22620.0,120000000.0,4.960948241564028,26.529541180680702,0,77481,0
Bwd IAT Min,int64,191033,0,0.0,1434653.0551789482,10153691.485421568,0.0,0.0,3.0,47.0,120000000.0,7.991116481274237,67.30965650630382,0,78180,0
Fwd PSH Flags,int64,191033,0,0.0,0.05096501651547115,0.2199268896657512,0.0,0.0,0.0,0.0,1.0,4.083535990901061,14.675419831646716,0,181297,0
Bwd PSH Flags,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Fwd URG Flags,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Bwd URG Flags,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Fwd Header Length,int64,191033,0,0.0,324.4953018588411,23150.829062718873,0.0,40.0,64.0,96.0,4369484.0,170.12421378162213,29910.58113551427,0,172,0
Bwd Header Length,int64,191033,0,0.0,372.91794087932453,29748.920761907477,0.0,20.0,40.0,64.0,5692040.0,170.6698502431171,30100.264706661113,0,23932,0
Fwd Packets/s,float64,191033,0,0.0,47464.64005891072,209744.0745829322,0.0,7.792713813,56.84159668,10101.0101,3000000.0,6.65664168752845,53.02275248278192,0,131,0
Bwd Packets/s,float64,191033,0,0.0,5570.105272464083,33617.25560319781,0.0,0.270653538,28.03790725,6486.486486,2000000.0,26.81982592192208,986.4465823944777,0,23981,0
Min Packet Length,int64,191033,0,0.0,23.145765391319824,28.568799238413824,0.0,0.0,23.0,42.0,1359.0,12.93254762412275,533.6802768491526,0,65064,0
Max Packet Length,int64,191033,0,0.0,440.5018033533473,915.001872037687,0.0,31.0,100.0,218.0,24820.0,5.462560278361072,78.65586779683434,0,16123,0
Packet Length Mean,float64,191033,0,0.0,104.37191864843227,161.41237523977122,0.0,20.66666667,62.15384615,98.2,2265.586207,3.76596595213118,17.937155213289074,0,16123,0
Packet Length Std,float64,191033,0,0.0,131.09236024571788,240.572600609463,0.0,3.286335345,31.22018578,92.95339334,4708.990311,2.873503324954092,13.670359757700611,0,44519,0
Packet Length Variance,float64,191033,0,0.0,75059.39725561488,278266.031180856,0.0,10.8,974.7,8640.333333,22200000.0,21.478685543182237,967.287926028884,0,44519,0
FIN Flag Count,int64,191033,0,0.0,0.01295064203566923,0.1130618849198094,0.0,0.0,0.0,0.0,1.0,8.61571443772487,72.23129149025769,0,188559,0
SYN Flag Count,int64,191033,0,0.0,0.05096501651547115,0.2199268896657512,0.0,0.0,0.0,0.0,1.0,4.083535990901061,14.675419831646716,0,181297,0
RST Flag Count,int64,191033,0,0.0,0.0002512654881617312,0.01584940594443368,0.0,0.0,0.0,0.0,1.0,63.06280101421739,3974.9584871705333,0,190985,0
PSH Flag Count,int64,191033,0,0.0,0.22667287850790177,0.41868031033685027,0.0,0.0,0.0,0.0,1.0,1.3056739299339928,-0.2952186795614007,0,147731,0
ACK Flag Count,int64,191033,0,0.0,0.2616511283390828,0.43953478437267957,0.0,0.0,0.0,1.0,1.0,1.0845620211642302,-0.8237338463530621,0,141049,0
URG Flag Count,int64,191033,0,0.0,0.09943831694000513,0.29925040824624466,0.0,0.0,0.0,0.0,1.0,2.677128356081665,5.167070330928961,0,172037,0
CWE Flag Count,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
ECE Flag Count,int64,191033,0,0.0,0.0002512654881617312,0.01584940594443368,0.0,0.0,0.0,0.0,1.0,63.06280101421739,3974.9584871705333,0,190985,0
Down/Up Ratio,int64,191033,0,0.0,0.6917234195139059,0.5127376021992949,0.0,0.0,1.0,1.0,8.0,0.24134348465668926,3.7906757448865402,0,62059,0
Average Packet Size,float64,191033,0,0.0,119.97690685379655,167.63323097184264,0.0,28.75,79.25,127.0769231,2328.0,3.7577438608230707,19.78242418925936,0,16123,0
Avg Fwd Segment Size,float64,191033,0,0.0,51.877418444219764,117.0318447569909,0.0,15.71428571,38.11235955,51.0,5940.857143,18.070503940021883,542.1184747153657,0,17239,0
Avg Bwd Segment Size,float64,191033,0,0.0,166.59234252753012,275.5030110553877,0.0,6.0,89.0,163.5,3787.339614,3.382196230121601,13.842518762469732,0,38435,0
Fwd Header Length.1,int64,191033,0,0.0,324.4953018588411,23150.829062718873,0.0,40.0,64.0,96.0,4369484.0,170.12421378162213,29910.58113551427,0,172,0
Fwd Avg Bytes/Bulk,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Fwd Avg Packets/Bulk,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Fwd Avg Bulk Rate,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Bwd Avg Bytes/Bulk,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Bwd Avg Packets/Bulk,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Bwd Avg Bulk Rate,int64,191033,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,191033,0
Subflow Fwd Packets,int64,191033,0,0.0,13.826548292703356,1097.7555329347097,1.0,2.0,2.0,4.0,207964.0,172.37095467102304,30461.6554254265,0,0,0
Subflow Fwd Bytes,int64,191033,0,0.0,599.9468364104631,7924.198182420694,0.0,40.0,70.0,152.0,1235152.0,103.74411448044525,14206.029528230994,0,17239,0
Subflow Bwd Packets,int64,191033,0,0.0,16.413713860955962,1479.792387146192,0.0,1.0,2.0,2.0,284602.0,173.04907155056247,30721.237200662807,0,23912,0
Subflow Bwd Bytes,int64,191033,0,0.0,28390.81312652788,3315178.231405692,0.0,6.0,152.0,344.0,627039470.0,172.10459577293042,30406.740275902273,0,38435,0
Init_Win_bytes_forward,int64,191033,0,0.0,6138.222589814325,13814.454062164146,-1.0,-1.0,-1.0,8192.0,65535.0,2.9086309792862868,8.53646739490198,0,2447,95834
Init_Win_bytes_backward,int64,191033,0,0.0,2135.183135897986,9243.552825703773,-1.0,-1.0,-1.0,143.0,65535.0,5.323190250077493,29.71425374387016,0,5459,118419
act_data_pkt_fwd,int64,191033,0,0.0,10.32373464270571,1046.0381210429393,0.0,0.0,1.0,2.0,198636.0,174.46340741419758,30977.75867289294,0,55579,0
min_seg_size_forward,int64,191033,0,0.0,25.585406709835475,6.380665323491052,0.0,20.0,20.0,32.0,56.0,0.33090531805005585,-1.15744641254471,0,184,0
Active Mean,float64,191033,0,0.0,85962.70803022575,868132.0421086955,0.0,0.0,0.0,0.0,106000000.0,52.42188655961175,4619.03441879349,0,160593,0
Active Std,float64,191033,0,0.0,53829.116932927194,492948.74101570674,0.0,0.0,0.0,0.0,50400000.0,37.662419647921475,2606.7788810495445,0,173288,0
Active Max,int64,191033,0,0.0,183499.08884852356,1333719.36037094,0.0,0.0,0.0,0.0,106000000.0,27.823356151764578,1346.6890140654466,0,160593,0
Active Min,int64,191033,0,0.0,55896.91034009831,762856.1390785383,0.0,0.0,0.0,0.0,106000000.0,69.44202702493355,7460.200921836882,0,160593,0
Idle Mean,float64,191033,0,0.0,3917041.055064366,13882666.767670024,0.0,0.0,0.0,0.0,120000000.0,4.841943967259869,25.518671167533967,0,160490,0
Idle Std,float64,191033,0,0.0,175067.38094662174,2167443.0146718826,0.0,0.0,0.0,0.0,76600000.0,17.377759122304248,343.07720322079996,0,173234,0
Idle Max,int64,191033,0,0.0,4048163.968555171,14241232.734288435,0.0,0.0,0.0,0.0,120000000.0,4.705810276511153,23.812692419798005,0,160490,0
Idle Min,int64,191033,0,0.0,3745754.236775845,13704767.701436022,0.0,0.0,0.0,0.0,120000000.0,4.999232874148457,27.04836933868866,0,160490,0
